1994 05 06   785.79
2000 01 19   853.23
1996 12 05   -66.79
2002 03 10  -711.46
1994 09 01   109.12
2002 07 17  -906.03
1990 06 18  -330.32
2001 09 17   -33.23
1993 05 15   150.16
2000 08 13  -941.33
1991 01 25  -889.84
2004 07 28   309.73
2001 10 29   586.56
1990 08 05   845.83
2002 09 18   547.28
1998 02 15  -211.05
2003 05 22   852.66
1997 02 12  -336.43
1992 08 07   427.95
2005 09 27   624.52
1992 12 29   115.51
2003 06 23   397.42
1993 06 04   991.01
2002 06 02   279.07
1994 07 02  -549.69
1999 02 18   375.79
1990 06 14  -316.53
1995 02 14  -612.84
2001 04 11  -410.23
2000 01 15   392.97
2001 10 27  -377.80
1995 09 21   286.57
2001 05 17  -552.18
1999 06 21  -420.79
1990 11 11  -976.07
1995 10 11   718.37
2005 04 22  -838.37
1994 03 08    21.85
1995 04 03   751.96
2003 05 06  -161.55
2000 11 26  -860.59
1994 12 17    49.51
2000 06 11   526.46
1993 08 17  -702.81
1992 03 28   601.76
1991 12 17   191.62
1994 09 06  -530.73
2004 11 27   290.00
1996 02 12   562.10
1997 01 24  -397.29
1998 11 05   185.30
1997 08 26   638.37
2003 12 06  -796.66
1994 01 23  -195.70
2003 04 26  -909.32
1999 12 14  -787.01
1993 12 11  -479.84
2005 11 11   456.00
1995 05 08  -756.01
1998 08 11     9.00
1998 03 14   397.14
1994 08 13   765.63
2001 12 19  -560.32
2004 03 01  -229.08
1993 09 14  -254.96
1992 10 04   892.24
1991 04 08   653.54
1990 10 01   461.97
2004 04 15  -548.30
1998 10 04   113.34
2000 12 13    88.13
2001 09 19  -149.96
1992 10 01  -547.07
1996 11 04    98.79
1998 08 24  -928.76
2002 02 26  -291.63
1995 03 05  -949.54
1998 11 09  -505.49
1995 11 22   337.35
1999 03 20  -444.49
2000 04 06   234.64
1996 01 24   968.35
2003 12 15   552.25
1994 03 09  -975.96
1992 08 11   -59.11
1994 10 30   306.83
1991 05 02  -306.62
2000 08 18   663.40
2000 10 31   441.83
1990 07 23   553.88
2001 06 01   772.07
1994 12 12   628.06
2004 05 26    80.57
1992 08 21  -130.08
1997 08 12   593.09
1992 03 17   639.92
2002 06 27   302.65
2004 07 02  -879.47
2002 05 27   305.96
2000 05 18   642.84
2001 07 26  -176.70
1995 09 15  -109.38
2003 05 01  -756.74
2002 02 06  -190.40
1996 08 21   971.67
1997 04 20  -466.39
1997 04 14  -500.70
1995 03 03  -911.26
1997 02 28   -91.47
1996 05 30   -60.97
2002 03 21  -481.34
1992 12 30  -642.45
2003 11 05   187.77
1998 03 02  -901.60
2001 10 15    68.92
2004 12 04   936.29
1994 10 28    11.28
2003 11 16   -63.03
2000 02 06  -905.25
2002 11 26   204.45
1992 11 09  -934.01
2002 06 18   262.11
2000 12 26    31.84
1991 05 08  -598.68
1992 06 11  -174.87
1994 10 11   376.70
1993 10 24  -637.51
2001 10 16  -712.07
1990 10 23  -804.05
1996 12 30  -416.15
2005 12 26  -958.15
2003 04 14   226.63
1999 12 01  -468.88
1995 10 18  -121.15
1990 03 06  -898.45
1998 11 23  -339.70
1996 03 15  -963.02
1996 06 22   -89.25
2004 02 07   724.04
2001 06 07   921.32
1996 03 03  -316.94
2000 07 25  -859.18
1990 07 09   925.86
1995 10 30  -418.65
2001 03 13  -918.02
2001 07 21   932.17
1993 02 13   966.93
2005 03 21  -395.60
1995 12 11  -927.33
1994 04 19   751.96
2005 09 09  -618.73
2002 07 31   879.42
2002 12 16   131.54
1993 03 28   330.19
1993 06 11   267.24
2003 01 05   294.44
2001 02 18   677.63
1997 10 27   895.06
1992 02 25   -75.99
2003 10 30   404.00
2004 10 22  -313.73
2003 09 05  -379.14
1994 11 15   300.71
2004 12 23  -668.00
1995 06 25  -230.84
1993 09 02   556.08
1996 03 31   508.36
1997 10 06  -115.33
1993 06 11   482.23
1996 10 23  -392.16
1999 04 05   659.85
2000 08 17   457.42
2003 12 13   492.04
2004 08 19   382.63
1995 11 23  -967.38
1990 01 25   354.72
1992 09 03  -402.51
1995 09 23  -377.73
1996 10 21  -809.20
2005 02 22  -877.72
2004 11 20    29.55
2004 04 10  -771.74
2000 04 19   124.63
1993 10 15  -551.20
1996 07 19  -977.29
1995 08 03  -108.12
1995 01 14    31.89
2004 04 08   137.14
2000 02 15   573.98
1999 09 24   468.02
1998 05 23    95.87
1994 09 08   201.09
1998 07 21    52.69
1997 04 21  -169.04
2005 04 27   861.82
1990 01 06  -266.96
1998 04 16   359.38
1990 07 23   130.72
2000 01 26   822.18
2003 02 11   -20.62
1996 05 03  -497.74
1998 10 21    17.41
2004 06 08   557.77
1994 01 05  -173.61
1995 05 10  -863.63
1990 06 25  -949.10
1998 04 02   992.25
2005 05 08   992.48
1995 04 05   956.33
1990 06 14   722.89
1992 03 04  -988.65
2003 12 25    21.70
1996 10 02  -832.34
1994 09 07  -629.51
1993 02 10  -827.75
2003 07 09   758.57
2003 05 27    -1.80
1999 10 30   693.69
1997 06 10   461.34
2000 07 23  -492.19
2002 10 28  -725.01
2000 10 21  -447.69
1999 07 05   942.65
2000 06 20   894.18
1996 08 14  -503.43
2001 07 29   394.40
2003 08 31  -251.71
1997 04 27  -317.95
1993 02 06   -87.04
2005 12 09    79.53
2001 07 24   425.63
1993 10 22   142.13
1991 08 29    40.95
2005 02 17  -254.13
1991 05 31  -947.99
2005 11 23   602.05
1995 12 21     6.60
2005 04 05   881.34
1995 07 20  -138.68
2001 12 18   379.95
1992 04 07  -667.13
1997 03 01  -555.64
1994 09 09   449.25
1994 03 09   268.34
1997 12 01   412.18
1994 08 24  -299.97
1990 02 23   365.15
2004 01 06  -774.61
2005 12 18   409.65
1992 06 17   466.72
2005 11 27  -821.80
2002 08 21   108.45
1997 10 12   443.93
2005 02 19  -706.01
1994 05 07    77.05
2000 12 30  -850.55
2000 01 07    88.28
2002 07 16   953.74
1990 05 24  -887.51
1995 04 11   -59.28
1995 04 21   617.18
1993 05 06  -309.95
2000 05 04   630.78
2003 02 09   -76.15
1990 09 18  -445.31
1994 09 28    83.30
2004 08 09  -674.28
2001 10 05  -583.67
1990 10 25   242.13
1990 10 31   562.63
1992 08 05  -669.31
2001 08 25   189.95
1995 07 25  -120.51
1992 04 21  -729.43
1998 04 17  -475.18
1994 10 31   309.68
1990 08 20  -906.35
2000 12 13  -118.30
1998 04 09  -650.66
2004 01 11   807.34
1991 10 18   689.67
1997 08 05  -549.53
2000 05 22  -894.30
2001 06 30    74.60
1992 12 16   136.28
1991 01 06   419.27
1990 07 05   861.09
1996 11 21   542.45
2000 05 28   594.56
2005 07 06   961.83
1998 08 19  -417.38
1991 09 08   430.82
1995 04 27   574.35
2003 05 12   827.66
2005 07 12  -126.64
1992 02 27  -184.81
2001 02 12   982.34
1994 04 14  -458.03
1990 12 18    32.72
1998 11 10  -154.04
1999 08 13  -712.58
2000 07 07   724.37
1993 03 13  -237.88
1991 02 11  -804.61
1996 09 05  -885.10
2002 05 06   353.10
2001 05 06   728.40
2005 03 22   848.63
1995 08 20  -243.72
1995 03 24   520.92
2002 10 17   747.82
2000 01 15   475.32
1999 11 26    26.62
2000 06 24  -313.52
1999 01 18  -785.26
1996 10 02   859.27
2005 09 09    39.28
2002 01 15   743.96
1997 04 05   718.08
1998 11 08   257.71
1992 06 19   588.68
1999 09 19  -481.06
1998 12 01   478.45
1994 05 19   604.03
1998 04 11  -782.48
1997 11 17   302.39
1995 06 07  -979.36
2002 07 24   331.61
1996 02 15   660.16
2002 04 27   204.25
2002 07 09  -663.92
1998 09 23    42.80
1995 10 29   -89.86
1997 12 16  -952.95
2005 02 18   880.16
2000 02 26   787.37
1998 04 14  -886.84
1994 09 22   379.19
1990 08 21  -928.98
2001 07 23  -393.87
1992 06 16   349.75
2002 11 19  -955.51
1995 06 07  -420.80
1997 10 21   759.26
1995 04 25   126.45
2001 02 27  -140.72
2000 09 18   793.53
1995 08 03   257.80
1991 03 02   512.39
2005 02 13   130.33
1996 11 15  -284.72
2001 10 25   141.28
2002 12 13  -398.74
1996 07 29   288.36
1998 06 16    41.18
2005 05 30   466.45
1998 08 25  -411.09
1997 12 26   341.12
2000 10 28   510.79
2001 01 29  -209.05
1990 07 23   768.64
2002 04 05  -228.30
1996 01 05  -649.42
2003 08 19   -83.28
1992 01 22   385.63
1997 01 19   452.14
1997 05 15   663.82
2000 11 09  -483.09
1990 04 23   620.81
1998 11 12  -587.13
2000 06 07   678.58
1992 11 29   -46.81
2002 01 18  -619.10
1993 07 31   359.76
1992 11 20  -475.20
1993 02 10   759.78
1998 02 06  -417.73
1996 07 02  -146.13
2000 09 09   778.87
2000 05 02   703.89
1999 04 08  -939.69
2001 11 13   908.43
1990 10 17   265.52
1992 05 19  -871.20
2003 04 24   381.43
1991 12 04  -145.83
1994 08 05  -986.58
2001 11 05   246.69
2005 04 22   460.68
1997 10 07   525.61
2003 01 25   629.57
1994 04 01  -268.35
2000 05 12  -951.86
1995 05 13  -788.87
1995 07 28  -600.34
1991 07 12  -813.73
1991 10 10  -185.52
2001 07 05   583.51
2002 12 02   -59.25
2002 07 03  -800.78
2002 07 28  -856.42
1991 04 04   366.59
1992 12 12   607.28
1991 08 03  -308.90
1996 12 19  -409.51
1991 05 25   751.04
2002 11 19  -902.76
1991 01 04  -169.97
1991 04 07   255.23
1997 11 07  -879.57
1993 07 19   273.24
1995 08 23  -810.43
1994 08 06   256.70
1991 10 19  -495.85
1992 05 06  -393.10
1995 07 24   319.88
1999 06 05  -459.11
2000 08 12    10.22
1994 03 06   169.04
1996 05 06  -709.45
2005 03 07    91.23
1994 08 19  -186.48
2001 03 01   885.31
1997 01 05  -246.82
2005 11 01   442.44
2004 11 10    59.90
2001 09 07  -714.26
1999 01 22   -67.84
2001 01 23   991.05
1998 05 04  -777.64
2000 07 02  -853.63
1992 06 09   151.97
2000 06 26   737.94
1990 06 09  -455.58
2002 10 11  -217.89
1990 02 09   173.56
2005 03 29  -295.29
1991 01 08   112.30
1999 10 16   525.64
1999 10 04  -523.03
1994 11 26   254.90
1991 10 21  -154.58
1994 08 21  -871.03
1990 08 10  -746.88
1994 11 04   318.08
2002 07 25   790.68
1992 06 13   399.74
1993 09 19  -582.71
1996 04 03  -191.81
1991 02 08  -242.06
1998 09 11  -524.07
1997 07 27  -565.75
1991 01 20  -101.46
2000 03 31   446.34
1992 06 02   551.71
2003 06 05  -997.15
2001 03 29   721.75
2003 03 08   858.30
2002 02 27  -287.69
1993 04 27   329.80
1991 03 12   972.39
1994 03 30  -664.67
1996 05 11  -212.39
1990 02 17   262.04
1990 06 30   647.39
1990 10 04  -549.52
1992 05 09  -867.51
2004 07 20   426.95
1998 06 08   402.27
1995 06 14    69.88
1996 03 13  -210.23
2005 07 02  -190.29
2001 06 18  -133.00
2002 09 03  -334.40
2002 11 24  -540.36
1998 05 05  -225.44
1998 08 26   -88.02
1998 01 01  -866.23
1995 05 09   318.24
1992 01 18   403.08
1990 05 28   585.82
1990 06 09   994.14
1992 01 25   322.68
2004 12 22  -455.24
2001 09 30  -431.19
1994 04 30  -963.06
1990 05 18  -360.05
2005 07 02  -457.46
1991 07 06   761.45
1997 06 20  -480.23
1998 10 19   706.27
1999 02 24   466.74
1994 01 21  -590.93
1990 06 07    13.40
2000 12 25  -274.12
1996 06 16   567.67
2005 10 30  -317.69
1993 08 08   744.20
2004 09 02   938.68
1994 09 09   521.20
1991 09 06   633.02
2002 11 23    46.70
1999 10 06  -889.83
2004 11 01   291.66
1997 09 27    37.54
1993 05 02  -735.54
2001 05 13   -21.04
2002 03 30  -245.50
2004 03 05  -989.12
1994 09 11  -872.45
1992 01 31   373.60
2000 05 27  -488.87
1996 02 17   509.82
1996 03 03   737.19
2002 08 28   -69.19
1995 10 01  -357.06
2003 10 30  -421.93
1999 09 28   215.37
2003 07 03   799.58
2005 11 30   534.45
1993 09 02  -479.20
2004 04 23  -998.37
2005 07 24  -163.91
1994 03 17   519.95
2005 06 09    73.23
1993 07 21   345.97
1999 06 24   313.47
1993 12 15  -308.52
2005 04 13   996.96
2003 08 06  -277.12
1999 07 23   869.97
1991 03 31   371.71
1994 01 13  -585.30
2000 08 05  -359.58
1998 06 29   401.77
1990 09 05   817.75
1995 11 24  -208.28
1992 04 27  -568.10
1998 07 01    23.80
2001 03 08   823.64
2000 08 03   806.81
1998 12 17  -408.50
2000 02 01   573.46
2000 08 25  -605.98
1995 04 30   780.24
1997 12 05   342.20
2000 02 16  -470.22
2003 07 04  -541.31
1995 11 07  -518.56
1994 05 07   733.00
1992 11 08   754.67
2005 01 20   485.64
2002 12 25  -820.75
1992 06 17   553.90
2000 01 11  -664.84
2004 10 20   779.56
1996 01 27  -772.23
1991 12 08  -547.48
2001 02 28  -463.08
1998 02 08  -185.23
2004 11 02   441.22
1992 09 06   535.89
2000 05 03   193.33
1992 12 24   591.83
2005 10 26  -830.89
1995 04 21   989.41
